Flight_Number;city_source;City_dest;Country_source;Country_dest
214;Hamburg;Gran Canaria;Germany;Spain
214;Hamburg;Munich;Germany;Germany
214;Hamburg;Nuernberg;Germany;Germany
214;Hamburg;Olbia;Germany;Italy
214;Hamburg;Palma de Mallorca;Germany;Spain
214;Hamburg;Riga;Germany;Latvia
214;Hamburg;Thessaloniki;Germany;Greece
214;Hamburg;Stuttgart;Germany;Germany
214;Hamburg;Salzburg;Germany;Austria
214;Hamburg;Tenerife;Germany;Spain
214;Hamburg;Vienna;Germany;Austria
214;Helsinki;Duesseldorf;Finland;Germany
214;Helsinki;Frankfurt;Finland;Germany
214;Helsinki;Hamburg;Finland;Germany
214;Helsinki;Munich;Finland;Germany
214;Helsinki;Berlin;Finland;Germany
214;Helsinki;Vienna;Finland;Austria
214;Helsinki;Zurich;Finland;Switzerland
214;Heraklion;Mulhouse;Greece;France
214;Heraklion;Dresden;Greece;Germany
214;Heraklion;Duesseldorf;Greece;Germany
214;Heraklion;Graz;Greece;Austria
214;Heraklion;Hamburg;Greece;Germany
214;Heraklion;Leipzig;Greece;Germany
214;Heraklion;Linz;Greece;Austria
214;Heraklion;Munich;Greece;Germany
214;Heraklion;Nuernberg;Greece;Germany
214;Heraklion;Salzburg;Greece;Austria
214;Heraklion;Berlin;Greece;Germany
214;Heraklion;Vienna;Greece;Austria
214;Heraklion;Zurich;Greece;Switzerland
214;Phuket;Abu Dhabi;Thailand;United Arab Emirates
214;Phuket;Bangkok;Thailand;Thailand
214;Hurghada;Cologne;Egypt;Germany
214;Hurghada;Dresden;Egypt;Germany
214;Hurghada;Duesseldorf;Egypt;Germany
214;Hurghada;Leipzig;Egypt;Germany
214;Hurghada;Nuernberg;Egypt;Germany
214;Hurghada;Berlin;Egypt;Germany
214;Ibiza;Mulhouse;Spain;France
214;Ibiza;Cologne;Spain;Germany
214;Ibiza;Duesseldorf;Spain;Germany
214;Ibiza;Friedrichshafen;Spain;Germany
214;Ibiza;Munster;Spain;Germany
214;Ibiza;Frankfurt;Spain;Germany
214;Ibiza;Hannover;Spain;Germany
214;Ibiza;Hamburg;Spain;Germany
214;Ibiza;Munich;Spain;Germany
214;Ibiza;Nuernberg;Spain;Germany
214;Ibiza;Paderborn;Spain;Germany
214;Ibiza;Palma de Mallorca;Spain;Spain
214;Ibiza;Stuttgart;Spain;Germany
214;Ibiza;Berlin;Spain;Germany
214;Ibiza;Zurich;Spain;Switzerland
214;Innsbruck;Palma de Mallorca;Austria;Spain
214;Jersey;Duesseldorf;Jersey;Germany
214;Jersey;Frankfurt;Jersey;Germany
214;Jersey;Hannover;Jersey;Germany
214;Jersey;Stuttgart;Jersey;Germany
214;New York;Duesseldorf;United States;Germany
214;New York;Berlin;United States;Germany
214;Mykonos;Vienna;Greece;Austria
214;Thira;Vienna;Greece;Austria
214;Kaliningrad;Berlin;Russia;Germany
214;Kos;Cologne;Greece;Germany
214;Kos;Duesseldorf;Greece;Germany
214;Kos;Hamburg;Greece;Germany
214;Kos;Leipzig;Greece;Germany
214;Kos;Munich;Greece;Germany
214;Kos;Berlin;Greece;Germany
214;Kalamata;Vienna;Greece;Austria
214;Krakow;Berlin;Poland;Germany
214;Kavala;Duesseldorf;Greece;Germany
214;Kavala;Munich;Greece;Germany
214;Los Angeles;Duesseldorf;United States;Germany
214;Larnaca;Vienna;Cyprus;Austria
214;London;Frankfurt;United Kingdom;Germany
214;London;Zurich;United Kingdom;Switzerland
214;St. Petersburg;Berlin;Russia;Germany
214;Almeria;Palma de Mallorca;Spain;Spain
214;Leipzig;Arrecife;Germany;Spain
214;Leipzig;Antalya;Germany;Turkey
214;Leipzig;Funchal;Germany;Portugal
214;Leipzig;Fuerteventura;Germany;Spain
214;Leipzig;Heraklion;Germany;Greece
214;Leipzig;Hurghada;Germany;Egypt
214;Leipzig;Kos;Germany;Greece
214;Leipzig;Palma de Mallorca;Germany;Spain
214;Leipzig;Tenerife;Germany;Spain
214;London;Salzburg;United Kingdom;Austria
214;London;Mulhouse;United Kingdom;France
214;London;Frankfurt;United Kingdom;Germany
214;London;Hannover;United Kingdom;Germany
214;London;Hamburg;United Kingdom;Germany
214;London;Munich;United Kingdom;Germany
214;London;Paris;United Kingdom;France
214;London;Stuttgart;United Kingdom;Germany
214;London;Berlin;United Kingdom;Germany
214;London;Vienna;United Kingdom;Austria
214;London;Zurich;United Kingdom;Switzerland
214;Linz;Heraklion;Austria;Greece
214;Linz;Palma de Mallorca;Austria;Spain
214;Gran Canaria;Mulhouse;Spain;France
214;Gran Canaria;Cologne;Spain;Germany
214;Gran Canaria;Duesseldorf;Spain;Germany
214;Gran Canaria;Hamburg;Spain;Germany
214;Gran Canaria;Munich;Spain;Germany
214;Gran Canaria;Nuernberg;Spain;Germany
214;Gran Canaria;Salzburg;Spain;Austria
214;Gran Canaria;Berlin;Spain;Germany
214;Gran Canaria;Vienna;Spain;Austria
214;Gran Canaria;Zurich;Spain;Switzerland
214;Madrid;Duesseldorf;Spain;Germany
214;Madrid;Frankfurt;Spain;Germany
214;Madrid;Geneva;Spain;Switzerland
214;Madrid;Munich;Spain;Germany
214;Madrid;Berlin;Spain;Germany
214;Madrid;Vienna;Spain;Austria
214;Madrid;Zurich;Spain;Switzerland
214;Menorca;Cologne;Spain;Germany
214;Menorca;Duesseldorf;Spain;Germany
214;Menorca;Munich;Spain;Germany
214;Menorca;Palma de Mallorca;Spain;Spain
214;Menorca;Berlin;Spain;Germany
214;Miami;Duesseldorf;United States;Germany
214;Miami;Berlin;United States;Germany
214;Mytilini;Duesseldorf;Greece;Germany
214;Mytilini;Munich;Greece;Germany
214;Malta;Vienna;Malta;Austria
214;Munich;Arrecife;Germany;Spain
214;Munich;Malaga;Germany;Spain
214;Munich;Alicante;Germany;Spain
214;Munich;Amman;Germany;Jordan
214;Munich;Karpathos;Germany;Greece
214;Munich;Abu Dhabi;Germany;United Arab Emirates
214;Munich;Antalya;Germany;Turkey
214;Munich;Brindisi;Germany;Italy
214;Munich;Cagliari;Germany;Italy
214;Munich;Kerkyra/corfu;Germany;Greece
214;Munich;Cologne;Germany;Germany
214;Munich;Catania;Germany;Italy
214;Munich;Moscow;Germany;Russia
214;Munich;Duesseldorf;Germany;Germany
214;Munich;Faro;Germany;Portugal
214;Munich;Funchal;Germany;Portugal
214;Munich;Fuerteventura;Germany;Spain
214;Munich;Westerland;Germany;Germany
214;Munich;Hamburg;Germany;Germany
214;Munich;Helsinki;Germany;Finland
214;Munich;Heraklion;Germany;Greece
214;Munich;Ibiza;Germany;Spain
214;Munich;Kos;Germany;Greece
214;Munich;Kavala;Germany;Greece
214;Munich;London;Germany;United Kingdom
214;Munich;Gran Canaria;Germany;Spain
214;Munich;Madrid;Germany;Spain
214;Munich;Menorca;Germany;Spain
214;Munich;Mytilini;Germany;Greece
214;Munich;Naples;Germany;Italy
214;Munich;Enfidha;Germany;Tunisia
214;Munich;Olbia;Germany;Italy
214;Munich;Palma de Mallorca;Germany;Spain
214;Munich;Punta Cana;Germany;Dominican Republic
214;Munich;Preveza;Germany;Greece
214;Munich;Rhodos;Germany;Greece
214;Munich;Riga;Germany;Latvia
214;Munich;Istanbul;Germany;Turkey
214;Munich;Thessaloniki;Germany;Greece
214;Munich;Samos;Germany;Greece
214;Munich;Tenerife;Germany;Spain
214;Munich;Tel-aviv;Germany;Israel
214;Munich;Berlin;Germany;Germany
214;Munich;Vienna;Germany;Austria
214;Munich;Zakynthos;Germany;Greece
214;Milano;Duesseldorf;Italy;Germany
214;Milano;Berlin;Italy;Germany
214;Milano;Vienna;Italy;Austria
214;Naples;Duesseldorf;Italy;Germany
214;Naples;Munich;Italy;Germany
214;Naples;Stuttgart;Italy;Germany
214;Naples;Berlin;Italy;Germany
214;Naples;Zurich;Italy;Switzerland
214;Enfidha;Cologne;Tunisia;Germany
214;Enfidha;Dresden;Tunisia;Germany
214;Enfidha;Duesseldorf;Tunisia;Germany
214;Enfidha;Munich;Tunisia;Germany
214;Enfidha;Nuernberg;Tunisia;Germany
214;Enfidha;Berlin;Tunisia;Germany
214;Nice;Duesseldorf;France;Germany
214;Nice;Vienna;France;Austria
214;Nuernberg;Antalya;Germany;Turkey
214;Nuernberg;Djerba;Germany;Tunisia
214;Nuernberg;Duesseldorf;Germany;Germany
214;Nuernberg;Fuerteventura;Germany;Spain
214;Nuernberg;Hamburg;Germany;Germany
214;Nuernberg;Heraklion;Germany;Greece
214;Nuernberg;Hurghada;Germany;Egypt
214;Nuernberg;Ibiza;Germany;Spain
214;Nuernberg;Kos;Germany;Greece
214;Nuernberg;Gran Canaria;Germany;Spain
214;Nuernberg;Enfidha;Germany;Tunisia
214;Nuernberg;Olbia;Germany;Italy
214;Nuernberg;Palma de Mallorca;Germany;Spain
214;Nuernberg;Rhodos;Germany;Greece
214;Nuernberg;Istanbul;Germany;Turkey
214;Nuernberg;Thessaloniki;Germany;Greece
214;Nuernberg;Samos;Germany;Greece
214;Nuernberg;Split;Germany;Croatia
214;Nuernberg;Tenerife;Germany;Spain
214;Nuernberg;Berlin;Germany;Germany
214;Nuernberg;Vienna;Germany;Austria
214;Olbia;Cologne;Italy;Germany
214;Olbia;Duesseldorf;Italy;Germany
214;Olbia;Hamburg;Italy;Germany
214;Olbia;Munich;Italy;Germany
214;Olbia;Nuernberg;Italy;Germany
214;Olbia;Stuttgart;Italy;Germany
214;Olbia;Berlin;Italy;Germany
214;Olbia;Vienna;Italy;Austria
214;Olbia;Zurich;Italy;Switzerland
214;Chicago;Duesseldorf;United States;Germany
214;Chicago;Berlin;United States;Germany
214;Paris;London;France;United Kingdom
214;Paris;Berlin;France;Germany
214;Oslo;Berlin;Norway;Germany
214;Bucharest;Berlin;Romania;Germany
214;Paderborn;Antalya;Germany;Turkey
214;Paderborn;Ibiza;Germany;Spain
214;Paderborn;Palma de Mallorca;Germany;Spain
214;Ponta Delgada;Duesseldorf;Portugal;Germany
214;Beijing;Nagoya;China;Japan
214;Beijing;Berlin;China;Germany
214;Palma de Mallorca;Malaga;Spain;Spain
214;Palma de Mallorca;Alicante;Spain;Spain
214;Palma de Mallorca;Bilbao;Spain;Spain
214;Palma de Mallorca;Bremen;Spain;Germany
214;Palma de Mallorca;Mulhouse;Spain;France
214;Palma de Mallorca;Cologne;Spain;Germany
214;Palma de Mallorca;Copenhagen;Spain;Denmark
214;Palma de Mallorca;Dresden;Spain;Germany
214;Palma de Mallorca;Dortmund;Spain;Germany
214;Palma de Mallorca;Duesseldorf;Spain;Germany
214;Palma de Mallorca;Faro;Spain;Portugal
214;Palma de Mallorca;Friedrichshafen;Spain;Germany
214;Palma de Mallorca;Karlsruhe/Baden-Baden;Spain;Germany
214;Palma de Mallorca;Munster;Spain;Germany
214;Palma de Mallorca;Frankfurt;Spain;Germany
214;Palma de Mallorca;Graz;Spain;Austria
214;Palma de Mallorca;Hannover;Spain;Germany
214;Palma de Mallorca;Hamburg;Spain;Germany
214;Palma de Mallorca;Ibiza;Spain;Spain
214;Palma de Mallorca;Innsbruck;Spain;Austria
214;Palma de Mallorca;Almeria;Spain;Spain
214;Palma de Mallorca;Leipzig;Spain;Germany
214;Palma de Mallorca;Linz;Spain;Austria
214;Palma de Mallorca;Menorca;Spain;Spain
214;Palma de Mallorca;Munich;Spain;Germany
214;Palma de Mallorca;Nuernberg;Spain;Germany
214;Palma de Mallorca;Paderborn;Spain;Germany
214;Palma de Mallorca;Saarbruecken;Spain;Germany
214;Palma de Mallorca;Stuttgart;Spain;Germany
214;Palma de Mallorca;Sevilla;Spain;Spain
214;Palma de Mallorca;Salzburg;Spain;Austria
214;Palma de Mallorca;Berlin;Spain;Germany
214;Palma de Mallorca;Vienna;Spain;Austria
214;Palma de Mallorca;Valencia;Spain;Spain
214;Palma de Mallorca;Jerez;Spain;Spain
214;Palma de Mallorca;Zurich;Spain;Switzerland
214;Puerto Plata;Duesseldorf;Dominican Republic;Germany
214;Punta Cana;Duesseldorf;Dominican Republic;Germany
214;Punta Cana;Munich;Dominican Republic;Germany
214;Preveza;Duesseldorf;Greece;Germany
214;Preveza;Munich;Greece;Germany
214;Preveza;Vienna;Greece;Austria
214;Rhodos;Dresden;Greece;Germany
214;Rhodos;Duesseldorf;Greece;Germany
214;Rhodos;Munich;Greece;Germany
214;Rhodos;Nuernberg;Greece;Germany
214;Rhodos;Berlin;Greece;Germany
214;Rhodos;Vienna;Greece;Austria
214;Riga;Duesseldorf;Latvia;Germany
214;Riga;Frankfurt;Latvia;Germany
214;Riga;Hamburg;Latvia;Germany
214;Riga;Munich;Latvia;Germany
214;Riga;Berlin;Latvia;Germany
214;Marsa Alam;Duesseldorf;Egypt;Germany
214;Fort Myers;Duesseldorf;United States;Germany
214;Istanbul;Cologne;Turkey;Germany
214;Istanbul;Duesseldorf;Turkey;Germany
214;Istanbul;Munich;Turkey;Germany
214;Istanbul;Nuernberg;Turkey;Germany
214;Istanbul;Stuttgart;Turkey;Germany
214;Istanbul;Berlin;Turkey;Germany
214;Saarbruecken;Palma de Mallorca;Germany;Spain
214;Saarbruecken;Berlin;Germany;Germany
214;Singapore;Abu Dhabi;Singapore;United Arab Emirates
214;Singapore;Brisbane;Singapore;Australia
214;Thessaloniki;Duesseldorf;Greece;Germany
214;Thessaloniki;Hamburg;Greece;Germany
214;Thessaloniki;Munich;Greece;Germany
214;Thessaloniki;Nuernberg;Greece;Germany
214;Thessaloniki;Stuttgart;Greece;Germany
214;Thessaloniki;Berlin;Greece;Germany
214;Thessaloniki;Vienna;Greece;Austria
214;Samos;Duesseldorf;Greece;Germany
214;Samos;Munich;Greece;Germany
214;Samos;Nuernberg;Greece;Germany
214;Samos;Berlin;Greece;Germany
214;Sofia;Berlin;Bulgaria;Germany
214;Santa Cruz De La Palma;Duesseldorf;Spain;Germany
214;Split;Nuernberg;Croatia;Germany
214;London;Duesseldorf;United Kingdom;Germany
214;Stuttgart;Malaga;Germany;Spain
214;Stuttgart;Alicante;Germany;Spain
214;Stuttgart;Antalya;Germany;Turkey
214;Stuttgart;Belgrade;Germany;Serbia
214;Stuttgart;Catania;Germany;Italy
214;Stuttgart;Duesseldorf;Germany;Germany
214;Stuttgart;Florence;Germany;Italy
214;Stuttgart;Westerland;Germany;Germany
214;Stuttgart;Hannover;Germany;Germany
214;Stuttgart;Hamburg;Germany;Germany
214;Stuttgart;Ibiza;Germany;Spain
214;Stuttgart;Jersey;Germany;Jersey
214;Stuttgart;London;Germany;United Kingdom
214;Stuttgart;Naples;Germany;Italy
214;Stuttgart;Olbia;Germany;Italy
214;Stuttgart;Palma de Mallorca;Germany;Spain
214;Stuttgart;Istanbul;Germany;Turkey
214;Stuttgart;Thessaloniki;Germany;Greece
214;Stuttgart;Berlin;Germany;Germany
214;Stuttgart;Venice;Germany;Italy
214;Lamezia;Zurich;Italy;Switzerland
214;Sevilla;Palma de Mallorca;Spain;Spain
214;Berlin;Istanbul;Germany;Turkey
214;Salzburg;Arrecife;Austria;Spain
214;Salzburg;Calvi;Austria;France
214;Salzburg;Duesseldorf;Austria;Germany
214;Salzburg;Hamburg;Austria;Germany
214;Salzburg;Heraklion;Austria;Greece
214;Salzburg;London;Austria;United Kingdom
214;Salzburg;Gran Canaria;Austria;Spain
214;Salzburg;Palma de Mallorca;Austria;Spain
214;Salzburg;Tenerife;Austria;Spain
214;Salzburg;Berlin;Austria;Germany
214;Salzburg;Vienna;Austria;Austria
214;Tenerife;Mulhouse;Spain;France
214;Tenerife;Cologne;Spain;Germany
214;Tenerife;Dresden;Spain;Germany
214;Tenerife;Duesseldorf;Spain;Germany
214;Tenerife;Graz;Spain;Austria
214;Tenerife;Hamburg;Spain;Germany
214;Tenerife;Leipzig;Spain;Germany
214;Tenerife;Munich;Spain;Germany
214;Tenerife;Nuernberg;Spain;Germany
214;Tenerife;Salzburg;Spain;Austria
214;Tenerife;Berlin;Spain;Germany
214;Tenerife;Vienna;Spain;Austria
214;Tenerife;Zurich;Spain;Switzerland
214;Tel-aviv;Duesseldorf;Israel;Germany
214;Tel-aviv;Munich;Israel;Germany
214;Tel-aviv;Berlin;Israel;Germany
214;Berlin;Arrecife;Germany;Spain
214;Berlin;Malaga;Germany;Spain
214;Berlin;Alicante;Germany;Spain
214;Berlin;Amman;Germany;Jordan
214;Berlin;Stockholm;Germany;Sweden
214;Berlin;Abu Dhabi;Germany;United Arab Emirates
214;Berlin;Antalya;Germany;Turkey
214;Berlin;Barcelona;Germany;Spain
214;Berlin;Belgrade;Germany;Serbia
214;Berlin;Bari;Germany;Italy
214;Berlin;Budapest;Germany;Hungary
214;Berlin;Kerkyra/corfu;Germany;Greece
214;Berlin;Cologne;Germany;Germany
214;Berlin;Copenhagen;Germany;Denmark
214;Berlin;Catania;Germany;Italy
214;Berlin;Moscow;Germany;Russia
214;Berlin;Duesseldorf;Germany;Germany
214;Berlin;Faro;Germany;Portugal
214;Berlin;Rome;Germany;Italy
214;Berlin;Karlsruhe/Baden-Baden;Germany;Germany
214;Berlin;Funchal;Germany;Portugal
214;Berlin;Frankfurt;Germany;Germany
214;Berlin;Fuerteventura;Germany;Spain
214;Berlin;Gdansk;Germany;Poland
214;Berlin;Gothenborg;Germany;Sweden
214;Berlin;Graz;Germany;Austria
214;Berlin;Westerland;Germany;Germany
214;Berlin;Helsinki;Germany;Finland
214;Berlin;Heraklion;Germany;Greece
214;Berlin;Hurghada;Germany;Egypt
214;Berlin;Ibiza;Germany;Spain
214;Berlin;New York;Germany;United States
214;Berlin;Kaliningrad;Germany;Russia
214;Berlin;Kos;Germany;Greece
214;Berlin;Krakow;Germany;Poland
214;Berlin;St. Petersburg;Germany;Russia
214;Berlin;London;Germany;United Kingdom
214;Berlin;Gran Canaria;Germany;Spain
214;Berlin;Madrid;Germany;Spain
214;Berlin;Menorca;Germany;Spain
214;Berlin;Miami;Germany;United States
214;Berlin;Munich;Germany;Germany
214;Berlin;Milano;Germany;Italy
214;Berlin;Naples;Germany;Italy
214;Berlin;Enfidha;Germany;Tunisia
214;Berlin;Nuernberg;Germany;Germany
214;Berlin;Olbia;Germany;Italy
214;Berlin;Chicago;Germany;United States
214;Berlin;Paris;Germany;France
214;Berlin;Oslo;Germany;Norway
214;Berlin;Bucharest;Germany;Romania
214;Berlin;Beijing;Germany;China
214;Berlin;Palma de Mallorca;Germany;Spain
214;Berlin;Rhodos;Germany;Greece
214;Berlin;Riga;Germany;Latvia
214;Berlin;Saarbruecken;Germany;Germany
214;Berlin;Thessaloniki;Germany;Greece
214;Berlin;Samos;Germany;Greece
214;Berlin;Sofia;Germany;Bulgaria
214;Berlin;Stuttgart;Germany;Germany
214;Berlin;Salzburg;Germany;Austria
214;Berlin;Tenerife;Germany;Spain
214;Berlin;Tel-aviv;Germany;Israel
214;Berlin;Venice;Germany;Italy
214;Berlin;Vienna;Germany;Austria
214;Berlin;Warsaw;Germany;Poland
214;Berlin;Zurich;Germany;Switzerland
214;Venice;Duesseldorf;Italy;Germany
214;Venice;Stuttgart;Italy;Germany
214;Venice;Berlin;Italy;Germany
214;Vienna;Arrecife;Austria;Spain
214;Vienna;Malaga;Austria;Spain
214;Vienna;Amman;Austria;Jordan
214;Vienna;Stockholm;Austria;Sweden
214;Vienna;Barcelona;Austria;Spain
214;Vienna;Paris;Austria;France
214;Vienna;Kerkyra/corfu;Austria;Greece
214;Vienna;Chania;Austria;Greece
214;Vienna;Copenhagen;Austria;Denmark
214;Vienna;Duesseldorf;Austria;Germany
214;Vienna;Rome;Austria;Italy
214;Vienna;Florence;Austria;Italy
214;Vienna;Funchal;Austria;Portugal
214;Vienna;Frankfurt;Austria;Germany
214;Vienna;Hannover;Austria;Germany
214;Vienna;Hamburg;Austria;Germany
214;Vienna;Helsinki;Austria;Finland
214;Vienna;Heraklion;Austria;Greece
214;Vienna;Mykonos;Austria;Greece
214;Vienna;Thira;Austria;Greece
214;Vienna;Kalamata;Austria;Greece
214;Vienna;Larnaca;Austria;Cyprus
214;Vienna;London;Austria;United Kingdom
214;Vienna;Gran Canaria;Austria;Spain
214;Vienna;Madrid;Austria;Spain
214;Vienna;Malta;Austria;Malta
214;Vienna;Munich;Austria;Germany
214;Vienna;Milano;Austria;Italy
214;Vienna;Nice;Austria;France
214;Vienna;Nuernberg;Austria;Germany
214;Vienna;Olbia;Austria;Italy
214;Vienna;Palma de Mallorca;Austria;Spain
214;Vienna;Preveza;Austria;Greece
214;Vienna;Rhodos;Austria;Greece
214;Vienna;Thessaloniki;Austria;Greece
214;Vienna;Salzburg;Austria;Austria
214;Vienna;Tenerife;Austria;Spain
214;Vienna;Berlin;Austria;Germany
214;Vienna;Valencia;Austria;Spain
214;Vienna;Nea Anghialos;Austria;Greece
214;Vienna;Zurich;Austria;Switzerland
214;Vienna;Zakynthos;Austria;Greece
214;Valencia;Palma de Mallorca;Spain;Spain
214;Valencia;Vienna;Spain;Austria
214;Nea Anghialos;Vienna;Greece;Austria
214;Varadero;Duesseldorf;Cuba;Germany
214;Warsaw;Berlin;Poland;Germany
214;Jerez;Palma de Mallorca;Spain;Spain
214;Zurich;Arrecife;Switzerland;Spain
214;Zurich;Alicante;Switzerland;Spain
214;Zurich;Brindisi;Switzerland;Italy
214;Zurich;Catania;Switzerland;Italy
214;Zurich;Duesseldorf;Switzerland;Germany
214;Zurich;Funchal;Switzerland;Portugal
214;Zurich;Fuerteventura;Switzerland;Spain
214;Zurich;Westerland;Switzerland;Germany
214;Zurich;Helsinki;Switzerland;Finland
214;Zurich;Heraklion;Switzerland;Greece
214;Zurich;Ibiza;Switzerland;Spain
214;Zurich;London;Switzerland;United Kingdom
214;Zurich;London;Switzerland;United Kingdom
214;Zurich;Gran Canaria;Switzerland;Spain
214;Zurich;Madrid;Switzerland;Spain
214;Zurich;Naples;Switzerland;Italy
214;Zurich;Olbia;Switzerland;Italy
214;Zurich;Palma de Mallorca;Switzerland;Spain
214;Zurich;Lamezia;Switzerland;Italy
214;Zurich;Tenerife;Switzerland;Spain
214;Zurich;Berlin;Switzerland;Germany
214;Zurich;Vienna;Switzerland;Austria
214;Zakynthos;Duesseldorf;Greece;Germany
214;Zakynthos;Munich;Greece;Germany
214;Zakynthos;Vienna;Greece;Austria
43;Guanambi;Salvador;Brazil;Brazil
43;Bom Jesus Da Lapa;Guanambi;Brazil;Brazil
43;Salvador;Bom Jesus Da Lapa;Brazil;Brazil
330;Abidjan;Brussels;Cote d'Ivoire;Belgium
330;Abidjan;Ouagadougou;Cote d'Ivoire;Burkina Faso
330;Addis Ababa;Jeddah;Ethiopia;Saudi Arabia
330;Amsterdam;Copenhagen;Netherlands;Denmark
330;Antigua;Toronto;Antigua and Barbuda;Canada
330;Atlanta;Denver;United States;United States
330;Atlanta;Toronto;United States;Canada
330;Oranjestad;Toronto;Aruba;Canada
330;Abu Dhabi;Toronto;United Arab Emirates;Canada
330;Samana;Montreal;Dominican Republic;Canada
330;Samana;Toronto;Dominican Republic;Canada
330;Bahrain;Doha;Bahrain;Qatar
330;Barcelona;Toronto;Spain;Canada
330;Bermuda;Toronto;Bermuda;Canada
330;Windsor Locks;Montreal;United States;Canada
330;Windsor Locks;Toronto;United States;Canada
330;Bridgetown;Toronto;Barbados;Canada
330;Bujumbura;Nairobi;Burundi;Kenya
330;Bangkok;Seoul;Thailand;South Korea
330;Bangkok;Tokyo;Thailand;Japan
330;Nashville;Toronto;United States;Canada
330;Bogota;Toronto;Colombia;Canada
330;Boston;Halifax;United States;Canada
330;Boston;Ottawa;United States;Canada
330;Boston;Montreal;United States;Canada
330;Boston;Toronto;United States;Canada
330;Brussels;Bujumbura;Belgium;Burundi
330;Brussels;Cotonou;Belgium;Benin
330;Brussels;Dakar;Belgium;Senegal
330;Brussels;Douala;Belgium;Cameroon
330;Brussels;Kigali;Belgium;Rwanda
330;Brussels;Luanda;Belgium;Angola
330;Brussels;Ouagadougou;Belgium;Burkina Faso
330;Brussels;Montreal;Belgium;Canada
330;Brussels;Toronto;Belgium;Canada
330;Baltimore;Toronto;United States;Canada
330;Cunagua;Toronto;Cuba;Canada
330;Paris;Montreal;France;Canada
330;Paris;Toronto;France;Canada
330;Conakry;Dakar;Guinea;Senegal
330;Cleveland;Toronto;United States;Canada
330;Charlotte;Toronto;United States;Canada
330;Columbus;Toronto;United States;Canada
330;Cotonou;Abidjan;Benin;Cote d'Ivoire
330;Copenhagen;Amsterdam;Denmark;Netherlands
330;Copenhagen;Oslo;Denmark;Norway
330;Copenhagen;Vilnius;Denmark;Lithuania
330;Copenhagen;Warsaw;Denmark;Poland
330;Copenhagen;Toronto;Denmark;Canada
330;Cancun;Montreal;Mexico;Canada
330;Cancun;Calgary;Mexico;Canada
330;Cancun;Toronto;Mexico;Canada
330;Cincinnati;Toronto;United States;Canada
330;Cozumel;Montreal;Mexico;Canada
330;Washington;Ottawa;United States;Canada
330;Washington;Montreal;United States;Canada
330;Washington;Toronto;United States;Canada
330;Delhi;Brussels;India;Belgium
330;Denver;Atlanta;United States;United States
330;Denver;New Orleans;United States;United States
330;Denver;Edmonton;United States;Canada
330;Denver;Fort Mcmurray;United States;Canada
330;Denver;Regina;United States;Canada
330;Denver;Montreal;United States;Canada
330;Denver;Vancouver;United States;Canada
330;Denver;Winnipeg;United States;Canada
330;Denver;Saskatoon;United States;Canada
330;Denver;Calgary;United States;Canada
330;Denver;Toronto;United States;Canada
330;Dallas-Fort Worth;Toronto;United States;Canada
330;Dakar;Brussels;Senegal;Belgium
330;Dakar;Conakry;Senegal;Guinea
330;Douala;Brussels;Cameroon;Belgium
330;Douala;Kinshasa;Cameroon;Congo (Kinshasa)
330;Doha;Bahrain;Qatar;Bahrain
330;Doha;Frankfurt;Qatar;Germany
330;Detroit;Toronto;United States;Canada
330;Dublin;Toronto;Ireland;Canada
330;Entebbe;Brussels;Uganda;Belgium
330;Newark;New Orleans;United States;United States
330;Newark;Edmonton;United States;Canada
330;Newark;Montreal;United States;Canada
330;Newark;Vancouver;United States;Canada
330;Newark;Calgary;United States;Canada
330;Newark;Toronto;United States;Canada
330;Buenos Aires;Santiago;Argentina;Chile
330;Rome;Toronto;Italy;Canada
330;Fort-de-france;Montreal;Martinique;Canada
330;Kinshasa;Brussels;Congo (Kinshasa);Belgium
330;Kinshasa;Douala;Congo (Kinshasa);Cameroon
330;Fort Lauderdale;Montreal;United States;Canada
330;Fort Lauderdale;Toronto;United States;Canada
330;Frankfurt;Doha;Germany;Qatar
330;Frankfurt;Jeddah;Germany;Saudi Arabia
330;Frankfurt;Larnaca;Germany;Cyprus
330;Frankfurt;Naples;Germany;Italy
330;Frankfurt;Valencia;Germany;Spain
330;Frankfurt;Vilnius;Germany;Lithuania
330;Frankfurt;Ottawa;Germany;Canada
330;Frankfurt;Montreal;Germany;Canada
330;Frankfurt;Vancouver;Germany;Canada
330;Frankfurt;Calgary;Germany;Canada
330;Frankfurt;Toronto;Germany;Canada
330;Georgetown;Toronto;Cayman Islands;Canada
330;Gdansk;Copenhagen;Poland;Denmark
330;Great Exuma;Toronto;Bahamas;Canada
330;Point Salines;Toronto;Grenada;Canada
330;Sao Paulo;Toronto;Brazil;Canada
330;Geneva;Montreal;Switzerland;Canada
330;Havana;Toronto;Cuba;Canada
330;Hong Kong;Vancouver;Hong Kong;Canada
330;Hong Kong;Toronto;Hong Kong;Canada
330;Tokyo;Vancouver;Japan;Canada
330;Honolulu;Vancouver;United States;Canada
330;Holguin;Montreal;Cuba;Canada
330;Holguin;Toronto;Cuba;Canada
330;Washington;New Orleans;United States;United States
330;Washington;Ottawa;United States;Canada
330;Washington;Montreal;United States;Canada
330;Washington;Toronto;United States;Canada
330;Houston;New Orleans;United States;United States
330;Houston;Edmonton;United States;Canada
330;Houston;Montreal;United States;Canada
330;Houston;Calgary;United States;Canada
